DATE,currency rate
1/8/20,0.8959
1/9/20,0.893
1/10/20,0.8965
1/13/20,0.9004
1/14/20,0.9004
1/15/20,0.8992
1/16/20,0.8981
1/17/20,0.8985
1/20/20,0.8968
1/21/20,0.8979
1/22/20,0.9018
1/23/20,0.9013
1/24/20,0.9022
1/27/20,0.9014
1/28/20,0.9046
1/29/20,0.9071
1/30/20,0.9075
1/31/20,0.9073
2/3/20,0.9082
2/4/20,0.9064
2/5/20,0.9014
2/6/20,0.9042
2/7/20,0.9055
2/10/20,0.9092
2/11/20,0.9107
2/12/20,0.9136
2/13/20,0.9165
2/14/20,0.9161
2/17/20,0.9197
2/18/20,0.9224
2/19/20,0.9232
2/20/20,0.9229
2/21/20,0.9266
2/24/20,0.9254
2/25/20,0.9273
2/26/20,0.9221
2/27/20,0.9213
2/28/20,0.9191
